RB_ID,KO_Name,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
217838,Schmitt,,,,,,,,Vockenhausen
218057,Fritz,,,,Dr.,,,,Ludwigshafen
218073,Fritz,,,,Dr.,,,,Ludwigshafen
218100,Döhring,,,,,,,,Stuttgart
218126,Schneider,,,,Dr.,,,,Saarbrücken
218156,Fritz,,,,Dr.,,,,Ludwigshafen
218188,Fritz,,,,Dr.,,,,Ludwigshafen
218210,Baier,,,,,,,,Mosbach
218223,Schmitt,,,,,,,,Vockenhausen
218291,Fritz,,,,Dr.,,,,Ludwigshafen
218344,Schneider,,,,Dr.,,,,Saarbrücken
218344,Große Heiterkeit.,,,,,,,,
218520,Jahn,,,,,,,,Marburg
218526,Schmitt,,,,,,,,
218639,Zimmermann,,,,Dr.,,,,
218714,Jahn,,,,,,,,Marburg
218724,Jahn,,,,,,,,Marburg
218724,Arndt,,,,Dr.,,,,
218729,Schmitt,,,,,,,,Vockenhausen
218735,Jahn,,,,,,,,Marburg
218745,Jahn,,,,,,,,Marburg
218756,Jahn,,,,,,,,Marburg
218790,Jahn,,,,,,,,Marburg
218821,Jahn,,,,,,,,Marburg
218932,Schmid,,,,Dr.,,,,Frankfurt
219037,Schütz,,,,,,,,München
219129,Meyer,,,,,,,,Wanne-Eickel
219160,Jahn,,,,,,,,Marburg
219166,Jahn,,,,,,,,Marburg
219172,Schmid,,,,Dr.,,,,Frankfurt
219222,Jahn,,,,,,,,Marburg
219807,Lange,,,,,,,,Essen
219842,Jahn,,,,,,,,Marburg
219843,Jahn,,,,,,,,Marburg
219867,Lange,,,,,,,,Essen
219932,Fritz,,,,Dr.,,,,Ludwigshafen
219941,Fritz,,,,Dr.,,,,Ludwigshafen
219975,Lange,,,,,,,,Essen
219985,Fritz,,,,Dr.,,,,Ludwigshafen
219993,Lange,,,,,,,,Essen
220103,Weber,,,,Dr. h. c.,,,,Essen
220119,Schmitt,,,,,,,,Vockenhausen
220170,Bauer,,,,,,,,Wasserburg
220286,Schmitt,,,,,,,,Vockenhausen
220513,Schütz,,,,,,,,München
220519,Schütz,,,,,,,,München
220571,Probst,,,,,,,,Freiburg
220651,Probst,,,,,,,,Freiburg
220710,Schmidt,,,,,,,,Hamburg
220720,Becker,,,,Dr.,,,,Hersfeld
220722,Schmid,,,,Dr.,,,,Frankfurt
220726,Schmid,,,,Dr.,,,,Frankfurt
220744,Heck,,,,Dr.,,,,Rottweil
220751,Schmitt,,,,,,,,Vockenhausen
220985,Wacher,,,,,,,,Hof
221027,Schmidt,,,,,,,,Hamburg
221083,Even,,,,Dr.,,,,Düsseldorf
221085,Schmitt,,,,,,,,Vockenhausen
221126,Schmitt,,,,,,,,Vockenhausen
221342,Schmidt,,,,Dr.,,,,Wuppertal
221407,Schröter,,,,,,,,Berlin
221463,Schmitt,,,,,,,,Vockenhausen
221636,h. c,,Weber [Essen],,Dr.,,,,
221733,Jahn,,,,,,,,Marburg
221755,Jahn,,,,,,,,Marburg
221771,Jahn,,,,,,,,Marburg
221796,Schneider,,,,,,,,Bremerhaven
221800,Schneider,,,,,,,,Bremerhaven
221848,Heck,,,,Dr.,,,,Rottweil
221852,Weber,weiblich,,,Dr.,,,,Essen
221873,Schmitt,,,,,,,,Vockenhausen
221976,Jahn,,,,,,,,Marburg
222046,Zustimmung.,,,,,,,,
222046,Könen,,,,,,,,Düsseldorf
222063,Weber,,,,Dr. h. c.,,,,Essen
222388,Baier,,,,,,,,Mosbach
222497,Schmidt,,,,Dr.,,,,Wuppertal
222519,Könen,,,,,,,,Düsseldorf
222543,Weber,,,,Dr. h. c.,,,,Essen
222742,Schmidt,,,,Dr.,,,,Wuppertal
223063,Even,,,,Dr.,,,,Düsseldorf
223259,Lange,,,,,,,,Essen
223263,Schröter,,,,,,,,Berlin
223275,Schmitt,,,,,,,,Vockenhausen
223278,Lange,,,,,,,,Essen
223310,Jahn,,,,,,,,Marburg
223387,Schröter,,,,,,,,Berlin
223560,Even,,,,Dr.,,,,Düsseldorf
223587,Even,,,,Dr.,,,,Düsseldorf
223591,Schröter,,,,,,,,Berlin
223804,Jahn,,,,,,,,Marburg
223844,Baier,,,,,,,,Mosbach
223852,Even,,,,Dr.,,,,Düsseldorf
224277,Kliesing,,,,Dr.,,,,Honnef
224517,Becker,,,,,,,,Pirmasens
224567,Könen,,,,,,,,Düsseldorf
224598,Heck,,,,Dr.,,,,Rottweil
224753,Weber,,,,,,,,Georgenau
225017,Jahn,,,,,,,,Marburg
225116,Jahn,,,,,,,,Marburg
226157,Schröter,,,,,,,,Berlin
226285,Könen,,,,,,,,Düsseldorf
226290,Könen,,,,,,,,Düsseldorf
226340,Döhring,,,,,,,,Stuttgart
226342,Schütz,,,,,,,,München
226343,Meyer,,,,,,,,Wanne-Eickel
226604,Schmid,,,,Dr.,,,,Frankfurt
226663,Schütz,,,,,,,,München
226677,Schütz,,,,,,,,München
226776,Weber,,,,Dr. h. c.,,,,Essen
226777,Weber,,,,Dr. h. c.,,,,Essen
226785,Weber,,,,Dr. h. c.,,,,Essen
226787,Even,,,,Dr.,,,,Düsseldorf
226961,Könen,,,,,,,,Düsseldorf
226988,Könen,,,,,,,,Düsseldorf
227371,Schröter,,,,,,,,Berlin
227517,Lange,,,,,,,,Essen
228040,Schmidt,,,,Dr.,,,,Wuppertal
228046,Schmidt,,,,Dr.,,,,Wuppertal
228085,Geiger,,,,,,,,Aalen
229089,Baier,,,,,,,,Mosbach
229276,Könen,,,,,,,,Düsseldorf
229508,Seidl,,,,,,,,Dorfen
229639,Lange,,,,,,,,Essen
229641,Lange,,,,,,,,Essen
229652,Schmidt,,,,Dr.,,,,Wuppertal
230134,Jahn,,,,,,,,Marburg
230147,Könen,,,,,,,,Düsseldorf
230177,Könen,,,,,,,,Düsseldorf
230181,Könen,,,,,,,,Düsseldorf
230255,Könen,,,,,,,,Düsseldorf
230309,Weber,,,,,,,,Georgenau
230359,Weber,,,,,,,,Georgenau
230390,Weber,,,,,,,,Georgenau
230465,Schütz,,,,,,,,München
230465,Zuruf  SPD,,,,,von der,,SPD,
230615,Fritz,,,,Dr.,,,,Ludwigshafen
230906,Killat,,,,,,,,Unterbach
230906,Große Heiterkeit.,,,,,,,,
231186,Könen,,,,,,,,Düsseldorf
231502,Schröter,,,,,,,,Berlin
231556,Weber,,,,Dr.,,,,Koblenz
231591,Weber,,,,Dr. h. c.,,,,Essen
231615,Weber,weiblich,,,Dr. h. c.,,,,Essen
231665,Even,,,,Dr.,,,,Düsseldorf
231666,Könen,,,,,,,,Düsseldorf
231680,Könen,,,,,,,,Düsseldorf
231962,Geiger,,,,,,,,Aalen
231976,Schütz,,,,,,,,München
232015,Schütz,,,,,,,,München
232294,Beyer,,,,,,,,Frankfurt
232442,Weber,,,,Dr. h. c.,,,,Essen
232453,Weber,,,,,,,,Georgenau
232464,Lücker,,,,,,,,München
232478,Schmid,,,,Dr.,,,,Frankfurt
