RB_ID,KO_Name,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
164539,Schröder,,,,Dr.,,,,Düsseldorf
164553,Mayer,,,,,,,,Stuttgart
164578,Mayer,,,,,,,,Stuttgart
164636,Schmid,,,,Dr.,,,,Tübingen
164664,Schmid,,,,Dr.,,,,Tübingen
164670,Beifall rechts.,,,,,,,,
164670,Schmid,,,,Dr.,,,,Tübingen
164768,Schmid,,,,Dr.,,,,Tübingen
164785,Schmid,,,,Dr.,,,,Tübingen
164813,Schmid,,,,Dr.,,,,Tübingen
164819,Schmid,,,,Dr.,,,,Tübingen
164819,Beifall rechts.,,,,,,,,
164905,Schmid,,,,Dr.,,,,Tübingen
165007,Mayer,,,,,,,,Stuttgart
165069,Meyer,,,,,,,,Bremen
165102,Kohl,,,,,,,,Stuttgart
165118,Schmid,,,,Dr.,,,,Tübingen
165127,Becker,,,,Dr.,,,,Hersfeld
165150,Mayer,,,,,,,,Stuttgart
165152,Mayer,,,,,,,,Stuttgart
165480,Richter,,,,,,,,Frankfurt
165495,Richter,,,,,,,,Frankfurt
165497,Schroeder,,,,,,,,Berlin
165499,Richter,,,,,,,,Frankfurt
165521,Mayer,,,,,,,,Stuttgart
165582,Weber,,,,Dr.,,,,Essen
165593,Becker,,,,Dr.,,,,Hersfeld
165639,Mayer,,,,,,,,Stuttgart
165750,Weber,,,,Dr.,,,,Essen
165853,Richter,,,,,,,,Frankfurt
165902,Müller,,,,Dr.,,,,Bonn
165903,Müller,,,,Dr.,,,,Bonn
165948,Weber,,,,Dr.,,,,Koblenz
165970,Becker,,,,Dr.,,,,Hersfeld
165970,Beifall und Heiterkeit.,,,,,,,,
166005,Becker,,,,Dr.,,,,Hersfeld
166075,Richter,,,,,,,,Frankfurt
166102,Richter,,,,,,,,Frankfurt
166134,Richter,,,,,,,,Frankfurt
166163,Schmid,,,,Dr.,,,,Tübingen
166185,Richter,,,,Dr.,,,,Niedersachsen
166246,Schmid,,,,Dr.,,,,Tübingen
166248,Schmid,,,,Dr.,,,,
166249,Schmid,,,,Dr.,,,,Tübingen
166253,Weber,,,,Dr.,,,,Essen
166258,Becker,,,,Dr.,,,,Hersfeld
166383,Meyer,,,,,,,,Bremen
166426,Weber,,,,Dr.,,,,Essen
166438,Etzel,,,,,,,,Duisburg
166442,Etzel,,,,,,,,Duisburg
166452,Richter,,,,,,,,Frankfurt
166610,Mayer,,,,,,,,Stuttgart
166614,Mayer,,,,,,,,Stuttgart
166651,Richter,,,,Dr.,,,,Niedersachsen
166705,Baur,,,,,,,,Augsburg
166741,Müller,,,,,,,,Frankfurt
166762,Schmid,,,,Dr.,,,,Tübingen
166766,Jaeger,,,,Dr.,,,,
166766,Schmid,,,,Dr.,,,,Tübingen
166784,Mayer,,,,,,,,Stuttgart
166976,Etzel,,,,,,,,Duisburg
166986,Etzel,,,,,,,,Duisburg
166996,Etzel,,,,,,,,Duisburg
167282,Kohl,,,,,,,,Stuttgart
167407,Schmid,,,,Dr.,,,,Tübingen
167449,Kohl,,,,,,,,Stuttgart
167451,Richter,,,,,,,,Frankfurt
167533,Müller,,,,,,,,Frankfurt
167629,Müller,,,,,,,,Frankfurt
167664,Müller,,,,,,,,Frankfurt
167710,Becker,,,,,,,,Pirmasens
167794,Mayer,,,,,,,,Stuttgart
167933,Nowack,,,,Dr.,,,,Rheinland-Pfalz
167967,Paul,,,,,,,,Düsseldorf
167973,Paul,,,,,,,,Düsseldorf
168035,Etzel,,,,,,,,Duisburg
168037,Etzel,,,,,,,,Duisburg
168044,Etzel,,,,,,,,Duisburg
168074,Müller,,,,Dr.,,,,Bonn
168117,Müller,,,,,,,,Frankfurt
168123,Müller,,,,,,,,Frankfurt
168123,Erneuter Beifall in der Mitte und rechts.,,,,,,,,
168160,Richter,,,,,,,,Frankfurt
168185,Richter,,,,,,,,Frankfurt
168187,Richter,,,,,,,,Frankfurt
168213,Richter,,,,,,,,Frankfurt
168213,Heiterkeit links.,,,,,,,,
168262,Kohl,,,,,,,,Stuttgart
168264,Kohl,,,,,,,,Stuttgart
168415,Etzel,,,,,,,,Duisburg
168439,Etzel,,,,,,,,Duisburg
168441,Etzel,,,,,,,,Duisburg
168501,Mayer,,,,,,,,Stuttgart
168509,Mayer,,,,,,,,Stuttgart
168652,Weber,,,,Dr.,,,,Essen
168670,Paul,,,,,,,,Düsseldorf
168721,Weber,,,,Dr.,,,,Essen
168723,Weber,,,,Dr.,,,,Essen
168734,Paul,,,,,,,,Düsseldorf
168810,Etzel,,,,,,,,Duisburg
168812,Etzel,,,,,,,,Duisburg
168888,Schmid,,,,Dr.,,,,Tübingen
168928,Schröder,,,,Dr.,,,,Düsseldorf
168930,Etzel,,,,,,,,Duisburg
168936,Etzel,,,,,,,,Duisburg
168945,Schmid,,,,Dr.,,,,Tübingen
168947,Etzel,,,,,,,,Duisburg
168948,Etzel,,,,,,,,Duisburg
168953,Etzel,,,,,,,,Duisburg
168955,Schröder,,,,Dr.,,,,Düsseldorf
168961,Etzel,,,,,,,,Duisburg
168983,Etzel,,,,,,,,Duisburg
168991,Etzel,,,,,,,,Duisburg
168994,Etzel,,,,,,,,Duisburg
169001,Müller,,,,,,,,Frankfurt
169011,Schröder,,,,Dr.,,,,Düsseldorf
169014,Schröder,,,,Dr.,,,,Düsseldorf
169015,Schröder,,,,Dr.,,,,Düsseldorf
169017,Schröder,,,,Dr.,,,,Düsseldorf
169022,Etzel,,,,,,,,Duisburg
169032,Weber,,,,Dr.,,,,Essen
169052,Schröder,,,,Dr.,,,,Düsseldorf
169055,Schröder,,,,Dr.,,,,Düsseldorf
169062,Richter,,,,Dr.,,,,Niedersachsen
169066,Richter,,,,Dr.,,,,Niedersachsen
169066,Erneuter Beifall.,,,,,,,,
169073,Kaiser,,,,,,,,
169073,Weber,,,,Dr.,,,,Essen
169076,Etzel,,,,,,,,Duisburg
169078,Schmid,,,,Dr.,,,,Tübingen
169097,Schmid,,,,Dr.,,,,Tübingen
169099,Schmid,,,,Dr.,,,,Tübingen
169101,Etzel,,,,,,,,Duisburg
169103,Paul,,,,,,,,Düsseldorf
169105,Schmid,,,,Dr.,,,,Tübingen
169115,Schmid,,,,Dr.,,,,Tübingen
169117,Schmid,,,,Dr.,,,,Tübingen
169117,Etzel,,,,,,,,Duisburg
169120,Schmid,,,,Dr.,,,,Tübingen
169148,Heiterkeit.,,,,,,,,
169148,Schröder,,,,,,,,Düsseldorf
169214,Schmid,,,,Dr.,,,,Tübingen
169218,Müller,,,,,,,,Frankfurt
169469,Müller,,,,,,,,Frankfurt
169517,Richter,,,,,,,,Frankfurt
169598,Weber,,,,Dr.,,,,Koblenz
169667,Paul,,,,,,,,Düsseldorf
169747,Richter,,,,Dr.,,,,Niedersachsen
169764,Unruhe.,,,,,,,,
169764,Kohl,,,,,,,,Stuttgart
169797,Müller,,,,,,,,Frankfurt
169832,Kohl,,,,,,,,Stuttgart
169837,Schröter,,,,,,,,Kiel
169838,Weber,,,,Dr.,,,,Essen
169839,Schröder,,,,Dr.,,,,Düsseldorf
169842,Schmid,,,,Dr.,,,,Tübingen
169844,Müller,,,,,,,,Frankfurt
169848,Schröder,,,,Dr.,,,,Düsseldorf
169854,Schröder,,,,Dr.,,,,Düsseldorf
169858,Weber,,,,Dr.,,,,Essen
169876,Schröter,,,,,,,,Kiel
169879,Weber,,,,Dr.,,,,Essen
169880,Schröder,,,,Dr.,,,,Düsseldorf
169882,Schröder,,,,Dr.,,,KPD,Düsseldorf
169885,Schröder,,,,Dr.,,,,Düsseldorf
169910,Schräder,,,,Dr.,,,,Düsseldorf
169911,Schröder,,,,Dr.,,,,Düsseldorf
169926,Paul,,,,,,,,Düsseldorf
169931,Paul,,,,,,,,Düsseldorf
169933,Richter,,,,Dr.,,,,Niedersachsen
169955,Weber,,,,Dr.,,,,Essen
169956,Zuruf  SPD,,,,,von der,,SPD,
169957,Schröder,,,,Dr.,,,,Düsseldorf
169971,Schröter,,,,,,,,Kiel
169975,Schmid,,,,Dr.,,,,Tübingen
169977,Paul,,,,,,,,Düsseldorf
169979,Schröder,,,,Dr.,,,,Düsseldorf
169981,Schröder,,,,Dr.,,,,Düsseldorf
170095,Schröter,,,,,,,,Kiel
170098,Weber,,,,Dr.,,,,Essen
170100,Weber,,,,Dr.,,,,Essen
170104,Weber,,,,Dr.,,,,Essen
170122,Weber,,,,Dr.,,,,Essen
170696,Paul,,,,,,,,Düsseldorf
170724,Weber,,,,Dr.,,,,Essen
170749,Becker,,,,,,,,Pirmasens
170750,Becker,,,,,,,,Pirmasens
170758,Becker,,,,,,,,Pirmasens
170784,Becker,,,,,,,,Pirmasens
170786,Becker,,,,,,,,Pirmasens
170970,Paul,,,,,,,,Düsseldorf
170972,Paul,,,,,,,,Düsseldorf
171076,Weber,,,,Dr.,,,,Koblenz
171087,Becker,,,,,,,,Pirmasens
171168,Schmitt,,,,,,,,Mainz
171294,Schmidt,,,,Dr.,,,,Niedersachsen
171298,Schmidt,,,,Dr.,,,,Niedersachsen
171322,Müller,,,,Dr.,,,,Bonn
171325,Müller,,,,Dr.,,,,Bonn
171367,Schmid,,,,Dr.,,,,Tübingen
171369,Becker,,,,Dr.,,,,Hersfeld
171369,Zuruf  CDU,,,,,von der,,,
171398,Schmid,,,,Dr.,,,,Tübingen
171424,Schmid,,,,Dr.,,,,Tübingen
171504,Lachen links.,,,,,,,,
171504,Paul,,,,,,,,Düsseldorf
171631,Becker,,,,Dr.,,,,Hersfeld
171631,Mellies,,,,,,,,
171847,Müller,,,,,,,,Frankfurt
171998,Paul,,,,,,,,Düsseldorf
172081,Kohl,,,,,,,,Stuttgart
172113,Kohl,,,,,,,,Stuttgart
172266,Heiterkeit in der Mitte. -  Kohl,,,,,,,,Stuttgart
172327,Weber.,,,,Dr.,,,,Essen
172332,Weber,,,,Dr.,,,,Essen
172367,Müller,,,,,,,,Frankfurt
172437,Müller,,,,,,,,Frankfurt
172481,Weber,,,,Dr.,,,,Essen
172499,Weber,,,,Dr.,,,,Essen
172551,Becker,,,,Dr.,,,,Pirmasens
172619,Weber,weiblich,,,Dr.,,,,Essen
172637,Meyer,,,,,,,,Bremen
172729,Mayer,,,,,,,,Stuttgart
172740,Dr,,,,,,,,
172766,Weber,,,,Dr.,,,,Essen
172803,Becker,,,,Dr.,,,,Hersfeld
172807,Kohl,,,,,,,,Stuttgart
172811,Kohl,,,,,,,,Stuttgart
172837,Müller,,,,Dr.,,,,Bonn
173002,Schmid,,,,Dr.,,,,Tübingen
173010,Weber,,,,Dr.,,,,Essen
173020,Weber,,,,Dr.,,,,Essen
173027,Weber,,,,Dr.,,,,Essen
173061,Weber,,,,Dr.,,,,Essen
173072,Meyer,,,,,,,,Bremen
173096,Mayer,,,,,,,,Stuttgart
173097,Schmid,,,,Dr.,,,,Tübingen
173123,Kohl,,,,,,,,Stuttgart
173186,Paul,,,,,,,,Düsseldorf
173282,Hoffmann,,,,,,,,Hof
173329,Kohl,,,,,,,,Stuttgart
173364,Beifall.,,,,,,,,
173364,Baur,,,,,,,,Augsburg
173565,Müller,,,,,,,,Frankfurt
173717,Etzel,,,,,,,,Duisburg
173735,Etzel,,,,,,,,Duisburg
173747,Etzel,,,,,,,,Duisburg
173783,Kalinke,,,,,,,,
173803,Schroeder,,,,,,,,Berlin
173910,Weber,,,,Dr.,,,,Essen
173975,Schröder,,,,Dr.,,,,Düsseldorf
174002,Dr Schröder,,,,,,,,Düsseldorf
174083,Etzel,,,,,,,,Duisburg
174089,Etzel,,,,,,,,Duisburg
174092,Etzel,,,,,,,,Duisburg
174117,Etzel,,,,,,,,Duisburg
174125,Etzel,,,,,,,,Duisburg
174127,Etzel,,,,,,,,Duisburg
174146,Etzel,,,,,,,,Duisburg
174173,Paul,,,,,,,,Düsseldorf
174192,Schröder,,,,Dr.,,,,Düsseldorf
174196,Schröder,,,,Dr.,,,,Düsseldorf
174198,Schröder,,,,Dr.,,,,Düsseldorf
174206,Paul,,,,,,,,Düsseldorf
174223,Weber,,,,Dr.,,,,Essen
174223,Hört! Hört! bei den Regierungsparteien.,,,,,,,,
174237,Schroeder,,,,,,,,Berlin
174250,Weber,,,,Dr.,,,,Essen
174253,Schröder,,,,Dr.,,,,Düsseldorf
174256,Schröder,,,,Dr.,,,,Düsseldorf
174260,Weber,,,,Dr.,,,,Essen
174260,Heiterkeit,,,,,,,,
174364,Schröder,,,,Dr.,,,,Düsseldorf
174388,Richter,,,,,,,,Frankfurt
174389,Schröder,,,,Dr.,,,,Düsseldorf
174393,Weber,,,,Dr.,,,,Essen
174419,Richter,,,,,,,,Frankfurt
174437,Schröder,,,,Dr.,,,,Düsseldorf
174485,Schröder,,,,Dr.,,,,Düsseldorf
174495,Schröder,,,,Dr.,,,,Düsseldorf
174516,Schröder,,,,Dr.,,,,Düsseldorf
174539,Richter,,,,,,,,Frankfurt
174542,Jaeger,,,,Dr.,,,,Bayern
174549,Schröder,,,,Dr.,,,,Düsseldorf
174551,Schröder,,,,Dr.,,,,Düsseldorf
174552,Richter,,,,,,,,Frankfurt
174556,Becker,,,,Dr.,,,,Hersfeld
174558,Schröder,,,,Dr.,,,,Düsseldorf
174617,Schröder,,,,Dr.,,,,Düsseldorf
174641,Richter,,,,,,,,Frankfurt
174642,Schröder,,,,Dr.,,,,Düsseldorf
174646,Weber,,,,Dr.,,,,Essen
174690,Schröder,,,,Dr.,,,,Düsseldorf
174700,Richter,,,,,,,,Frankfurt
174739,Schröder,,,,Dr.,,,,Düsseldorf
174749,Schröder,,,,Dr.,,,,Düsseldorf
174770,Schröder,,,,Dr.,,,,Düsseldorf
174793,Richter,,,,,,,,Frankfurt
174796,Jaeger,,,,Dr.,,,,Bayern
174803,Schröder,,,,Dr.,,,,Düsseldorf
174805,Schröder,,,,Dr.,,,,Düsseldorf
174806,Richter,,,,,,,,Frankfurt
174810,Becker,,,,Dr.,,,,Hersfeld
174812,Schröder,,,,Dr.,,,,Düsseldorf
174828,Schröder,,,,Dr.,,,,Düsseldorf
174859,Richter,,,,,,,,Frankfurt
174865,Schröder,,,,Dr.,,,,Düsseldorf
174900,Paul,,,,,,,,Düsseldorf
174917,Schröder,,,,Dr.,,,,Düsseldorf
174918,Schröder,,,,Dr.,,,,Düsseldorf
174918,Zuruf links,,,,,,,,
175016,Weber,,,,Dr.,,,,Essen
175053,Richter,,,,,,,,Frankfurt
175118,Weber,,,,Dr.,,,,Koblenz
175120,Weber,,,,Dr.,,,,Koblenz
175227,Schröder,,,,Dr.,,,,Düsseldorf
175229,Etzel,,,,,,,,Duisburg
175236,Schröder,,,,Dr.,,,,Düsseldorf
175244,Baur,,,,,,,,Augsburg
175265,Schröder,,,,Dr.,,,,Düsseldorf
175267,Schröder,,,,Dr.,,,,Düsseldorf
175268,Schröder,,,,Dr.,,,,Düsseldorf
175272,Richter,,,,,,,,Frankfurt
175288,Richter,,,,,,,,Frankfurt
175296,Schröder,,,,Dr.,,,,Düsseldorf
175298,Schröder,,,,Dr.,,,,
175299,Schrader,,,,Dr.,,,,Düsseldorf
175304,Schröder,,,,Dr.,,,,Düsseldorf
175317,Schröder,,,,Dr.,,,,Düsseldorf
175385,Weber,,,,Dr.,,,,Essen
175428,Kohl,,,,,,,,Stuttgart
175498,Müller,,,,Dr.,,,,Bonn
175560,Kohl,,,,,,,,Stuttgart
175858,Baur,,,,,,,,Augsburg
175884,Müller,,,,Dr.,,,,Bonn
176044,Kohl,,,,,,,,Stuttgart
176143,Müller,,,,Dr.,,,,Bonn
176239,Paul,,,,,,,,Düsseldorf
176260,Schröder,,,,Dr.,,,,Düsseldorf
176419,Schröder,,,,Dr.,,,,Düsseldorf
176449,Schröder,,,,Dr.,,,,Düsseldorf
176460,Schröder,,,,Dr.,,,,Düsseldorf
176465,Schröder,,,,Dr.,,,,Düsseldorf
176522,Becker,,,,,,,,Pirmasens
176609,Richter,,,,,,,,Frankfurt
176610,Richter,,,,,,,,Frankfurt
